Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1974,NBA,8,142,Sam McCants,Oral Roberts,,,,,,,,,,,,,,,,
1974,NBA,9,159,Jerry Davenport,Cameron University,,,,,,,,,,,,,,,,
1974,NBA,10,176,Rick Hockenos,Saint Francis University,,,,,,,,,,,,,,,,
1973,NBA,1,12,Kevin Kunnert (↳BUF),Iowa,555,12104,4602,4031,784,.476,,.682,21.8,8.3,7.3,1.4,22.0,.087,-1.2,2.4
1973,NBA,2,24,Kevin Stacom,Providence,347,4539,1781,511,524,.417,,.768,13.1,5.1,1.5,1.5,3.1,.032,-2.7,-0.8
1973,NBA,2,30,Wendell Hudson,Alabama,,,,,,,,,,,,,,,,
1973,NBA,3,39,Martin Terry,Arkansas,,,,,,,,,,,,,,,,
1973,NBA,3,47,Steve Newsome,Houston,,,,,,,,,,,,,,,,
1973,NBA,4,64,Mark Sibley,Northwestern,28,124,46,25,13,.357,,.857,4.4,1.6,0.9,0.5,-0.2,-0.065,-5.7,-0.2
1973,NBA,5,81,Roy Simpson,Furman University,,,,,,,,,,,,,,,,
1973,NBA,6,98,Johnny Neumann,Ole Miss,83,1153,464,86,168,.406,,.686,13.9,5.6,1.0,2.0,-0.1,-0.006,-4.9,-0.8
1973,NBA,7,115,Billy Harris,Northern Illinois,,,,,,,,,,,,,,,,
1973,NBA,8,132,J. G. Brosterhous,Texas,,,,,,,,,,,,,,,,
1973,NBA,9,147,Ruben Montanez,Duquesne,,,,,,,,,,,,,,,,
1973,NBA,10,161,Russ Hunt,Furman University,,,,,,,,,,,,,,,,
1972,NBA,1,11,Ralph Simpson,Michigan State,218,3980,1832,445,479,.404,,.724,18.3,8.4,2.0,2.2,0.7,.008,-3.0,-1.0
1972,NBA,3,35,Frank Russell,Detroit Mercy,23,131,74,17,15,.377,,.889,5.7,3.2,0.7,0.7,0.1,.030,,
1972,NBA,3,45,Chuck Jura,Nebraska,,,,,,,,,,,,,,,,
1972,NBA,4,62,Ted Martiniuk,Saint Peter's College,,,,,,,,,,,,,,,,
1972,NBA,5,78,Rowland Garrett,Florida State,263,2905,1337,607,106,.441,,.772,11.0,5.1,2.3,0.4,5.4,.089,-2.0,0.0
1972,NBA,6,95,Mike Stewart,Santa Clara,,,,,,,,,,,,,,,,
1972,NBA,7,112,Jerry Pender,Fresno State,,,,,,,,,,,,,,,,
1972,NBA,8,128,Cavin Andersen,Valley City State University,,,,,,,,,,,,,,,,
1972,NBA,9,142,Ralph Houston,West Texas A&M University,,,,,,,,,,,,,,,,
1972,NBA,10,155,Chuck Taylor,West Liberty State College,,,,,,,,,,,,,,,,
1972,NBA,11,166,Jackie Young,Rocky Mountain College,,,,,,,,,,,,,,,,
1972,NBA,12,174,Al Cotler,Penn,,,,,,,,,,,,,,,,
1972,NBA,13,180,Mike Barr,Duquesne,73,1224,285,130,175,.437,,.719,16.8,3.9,1.8,2.4,1.4,.054,-0.7,0.4
1972,NBA,14,187,Andrew Pettes,Oklahoma,,,,,,,,,,,,,,,,
